139601,914203,9
791722,162000,5
505293,194591,12
603698,573585,1
802738,312234,2
307747,128551,10
795489,287279,2
801539,318482,2
803470,319069,2
902529,162041,5
820258,351165,2
872247,494281,14
676962,897430,15
337894,175289,10
344791,578536,6
176278,550602,11
626539,394908,8
847728,576707,14
375233,399429,13
199043,270173,7
796375,309563,2
202913,525966,11
495165,163113,12
797400,315778,2
646422,900526,15
125756,579609,11
619628,399433,8
507741,178883,12
263626,851699,9
851166,532382,14
799912,323363,2
586242,396484,8
393828,404314,13
122296,566921,11
409291,431539,13
95899,530846,11
143265,548387,11
629247,364078,8
892877,544283,14
665775,845662,15
383032,788008,3
175586,365049,7
366654,802105,3
347406,155708,10
822623,745025,4
519421,154681,12
500192,192292,12
124132,340448,7
360165,553303,6
607604,573951,1
370259,585265,6
270201,236813,10
829216,121494,5
220156,589643,11
173188,355248,7
129997,568115,11
508551,174306,12
856991,546255,14
405714,781619,3
376493,366302,13
846594,522941,14
139299,314046,7
856167,542249,14
824185,167369,5
663820,416308,8
738190,371970,8
410019,732704,3
505512,203857,12
895623,178393,5
101427,615890,11
588597,622592,1
664325,877878,15
850219,110573,5
800133,327081,2
650157,402991,8
318707,160697,10
88703,577217,11
408428,771823,3
165476,377389,7
841843,503359,14
302582,134124,10
850888,736810,4
134261,519275,11
409616,575024,6
319829,168353,10
663945,828490,15
416926,785113,3
832154,559403,14
395641,808571,3
629998,877765,15
253655,821946,9
450030,169537,12
175169,349454,7
274321,219665,10
883375,158482,5
521152,152439,12
245254,907991,9
633601,861482,15
353991,193997,10
637665,858741,15
617573,386848,8
348191,165419,10
502511,205121,12
906396,535803,14
159302,337993,7
507092,175151,12
916704,609548,14
183516,374212,7
859703,156782,5
513991,165072,12
641902,755287,15
158871,312380,7
906640,587296,14
216975,296647,7
888714,205560,5
603789,574474,1
424782,449687,13
782506,279930,2
398617,402424,13
815455,755486,4
606486,420054,8
304399,545221,6
486891,175164,12
831779,577161,14
121786,564225,11
626586,415166,8
794615,305632,2
683413,861559,15
