3277701,814082,1,2006
387577,176780,1,2006
268546,582963,1,2006
2031145,244597,1,2006
188677,461280,1,2006
3525472,265579,1,2006
2229583,682189,1,2006
3392074,420976,1,2006
3589815,832527,1,2006
1227873,810909,1,2006
1300699,146538,1,2006
3596968,421791,1,2006
3106757,779664,1,2006
221139,612603,1,2006
1496841,495985,1,2006
2860498,535719,1,2006
1450710,142352,1,2006
1745799,66373,1,2006
1404800,329680,1,2006
1769600,777809,1,2006
464511,672442,1,2006
2750803,165520,1,2006
1571006,91428,1,2006
1181660,857799,1,2006
661957,612812,1,2006
828567,798048,1,2006
3313914,216602,1,2006
3625645,538592,1,2006
3611238,584716,1,2006
2904519,465036,1,2006
3080431,245490,1,2006
3851167,574214,1,2006
944956,77006,1,2006
3834215,224878,1,2006
2179064,784896,1,2006
2716449,944268,1,2006
29780,931252,1,2006
95525,349743,1,2006
3835506,889721,1,2006
1142732,811691,1,2006
3747439,654886,1,2006
948862,122011,1,2006
160755,702042,1,2006
3288779,737797,1,2006
1356250,29101,1,2006
916260,596160,1,2006
1252876,500998,1,2006
2471178,396430,1,2006
2364922,992772,1,2006
2172301,283717,1,2006
671267,55467,1,2006
2165402,152000,1,2006
2661288,467768,1,2006
1926460,741190,1,2006
1899647,649203,1,2006
3829860,726794,1,2006
1133497,516173,1,2006
2309857,767935,1,2006
1371371,956664,1,2006
151858,284416,1,2006
2096938,411357,1,2006
1300490,720155,1,2006
3534799,181775,1,2006
1217877,460971,1,2006
2726977,699328,1,2006
682141,54686,1,2006
837813,912877,1,2006
799211,501879,1,2006
42015,689603,1,2006
520977,79651,1,2006
719720,445045,1,2006
197504,362730,1,2006
1724494,670107,1,2006
3574540,85280,1,2006
1416691,723741,1,2006
3037057,548241,1,2006
3644992,349585,1,2006
49575,13442,1,2006
1023898,977225,1,2006
1815563,328590,1,2006
2312471,520445,1,2006
855281,429980,1,2006
760641,724534,1,2006
1484940,793583,1,2006
2725697,764628,1,2006
2789323,243674,1,2006
3803611,251480,1,2006
1591552,431951,1,2006
3102531,674293,1,2006
565235,679348,1,2006
985402,187597,1,2006
2948159,311962,1,2006
1323618,644543,1,2006
552512,648435,1,2006
635387,474052,1,2006
3928676,204357,1,2006
780925,800335,1,2006
1872623,814694,1,2006
2759808,162941,1,2006
3504794,648843,1,2006
3683266,591750,1,2006
2441121,97041,1,2006
31457,462131,1,2006
3387011,79380,1,2006
1982598,588441,1,2006
2696483,242380,1,2006
1159278,190088,1,2006
576024,996298,1,2006
3538351,281543,1,2006
3304712,772580,1,2006
438501,884463,1,2006
1937908,826290,1,2006
1434005,338369,1,2006
3112876,655144,1,2006
413395,150636,1,2006
1358768,479656,1,2006
1731313,958690,1,2006
2130866,4658,1,2006
57906,933944,1,2006
1365225,699019,1,2006
3101071,982575,1,2006
331075,263808,1,2006
1086791,353972,1,2006
1996396,528335,1,2006
3845884,795806,1,2006
985853,434387,1,2006
1688165,938172,1,2006
161953,829518,1,2006
287702,857928,1,2006
972789,916516,1,2006
1305060,621873,1,2006
3515395,462665,1,2006
1736284,812699,1,2006
1788111,112125,1,2006
692963,831389,1,2006
459059,283671,1,2006
1421594,942622,1,2006
3222115,997386,1,2006
3055062,603635,1,2006
3439667,514822,1,2006
2742587,603127,1,2006
258403,395579,1,2006
1707936,209115,1,2006
3110911,819240,1,2006
2199103,812362,1,2006
1784882,387625,1,2006
1886291,684541,1,2006
2886793,942807,1,2006
2777400,706607,1,2006
1463492,491627,1,2006
2073286,916573,1,2006
3728174,954035,1,2006
78700,263543,1,2006
1373510,621810,1,2006
698877,482423,1,2006
448893,98618,1,2006
735566,119708,1,2006
2724216,580730,1,2006
1635384,533324,1,2006
1288393,847085,1,2006
1185280,543564,1,2006
452272,709280,1,2006
1020964,583399,1,2006
3465723,524960,1,2006
2532696,959479,1,2006
985995,8335,1,2006
2750285,620354,1,2006
2577899,245998,1,2006
3036657,930898,1,2006
1564616,954967,1,2006
1518451,978359,1,2006
3142274,434848,1,2006
1483197,185676,1,2006
1293469,897792,1,2006
3176521,47388,1,2006
398666,166009,1,2006
1717029,111247,1,2006
2777236,26691,1,2006
2702432,510408,1,2006
1807774,762573,1,2006
2882574,514512,1,2006
3299730,231124,1,2006
725724,585824,1,2006
2926980,244504,1,2006
1434889,489006,1,2006
3612030,621951,1,2006
1258017,242269,1,2006
1286561,568048,1,2006
689474,760472,1,2006
598052,279905,1,2006
3499457,153595,1,2006
3093691,158748,1,2006
1431273,568599,1,2006
460369,295192,1,2006
884156,513333,1,2006
3275009,432164,1,2006
1164767,629180,1,2006
39219,52828,1,2006
2412745,512431,1,2006
833625,325255,1,2006
3282899,825965,1,2006
454772,214232,1,2006
2747822,753374,1,2006
3843338,153515,1,2006
2926763,128921,1,2006
2067413,423449,1,2006
3750575,759926,1,2006
1034861,105659,1,2006
3792755,577916,1,2006
1724918,383609,1,2006
3618578,436676,1,2006
2648837,607106,1,2006
2260319,449078,1,2006
2525915,688046,1,2006
2040809,162950,1,2006
1226402,835754,1,2006
1090379,804995,1,2006
230213,567005,1,2006
878147,448106,1,2006
1761950,774917,1,2006
1077695,941213,1,2006
2936105,968444,1,2006
2450111,981044,1,2006
897359,590771,1,2006
2319920,451106,1,2006
139277,193313,1,2006
1030826,504494,1,2006
2122394,653531,1,2006
2479820,600659,1,2006
3288800,611066,1,2006
3631505,618188,1,2006
663434,60251,1,2006
1737803,670295,1,2006
253526,749813,1,2006
2769983,960812,1,2006
276410,516605,1,2006
3022760,368540,1,2006
399914,652088,1,2006
1048955,38810,1,2006
3535526,391022,1,2006
33098,604598,1,2006
3233126,682373,1,2006
769115,680219,1,2006
2337536,379424,1,2006
396002,765332,1,2006
3771605,570530,1,2006
3503204,117557,1,2006
1249082,431249,1,2006
3301652,508004,1,2006
2988563,482768,1,2006
1522475,319460,1,2006
1648166,859724,1,2006
3484418,519176,1,2006
1217096,302384,1,2006
3776579,722624,1,2006
287732,101522,1,2006
3901823,585179,1,2006
3023315,294422,1,2006
3524402,480050,1,2006
3261764,280502,1,2006
1923578,863105,1,2006
1620695,912845,1,2006
2327639,483287,1,2006
2804981,6584,1,2006
3222125,780770,1,2006
1104755,833372,1,2006
1677974,588224,1,2006
612599,633317,1,2006
3642542,224798,1,2006
3660383,935486,1,2006
3081350,735962,1,2006
325820,87647,1,2006
856070,254549,1,2006
421178,987923,1,2006
388220,552467,1,2006
1432703,945809,1,2006
1992410,850007,1,2006
3058727,433160,1,2006
1962053,492506,1,2006
350216,756995,1,2006
2482331,8744,1,2006
1669910,394898,1,2006
1706414,148766,1,2006
1503941,950150,1,2006
3253874,534173,1,2006
1259093,800546,1,2006
838406,140609,1,2006
357140,971804,1,2006
1904846,799382,1,2006
527351,198908,1,2006
2233970,883430,1,2006
778562,166886,1,2006
505649,711989,1,2006
2607458,620531,1,2006
1085279,930509,1,2006
1420691,695915,1,2006
1203590,881606,1,2006
3514865,910367,1,2006
3762188,797420,1,2006
481841,364442,1,2006
573623,340682,1,2006
2584025,615332,1,2006
2071301,56687,1,2006
2005970,499403,1,2006
1843916,272987,1,2006
2885603,703220,1,2006
1443644,651515,1,2006
3489539,539393,1,2006
43658,860774,1,2006
643055,821951,1,2006
1984526,658298,1,2006
1553072,872927,1,2006
2944322,270404,1,2006
3101096,688712,1,2006
1719674,82574,1,2006
273524,206240,1,2006
3621890,421247,1,2006
227765,494192,1,2006
3307880,746708,1,2006
3837626,860165,1,2006
1169273,225887,1,2006
1749527,765209,1,2006
1900607,457016,1,2006
1459634,596093,1,2006
2557127,115202,1,2006
3720569,151793,1,2006
2375912,424700,1,2006
3226697,467297,1,2006
3458354,389621,1,2006
1653317,959108,1,2006
3778997,956213,1,2006
1653686,953117,1,2006
3466571,465428,1,2006
370541,917861,1,2006
1968461,757190,1,2006
1290974,557192,1,2006
3387980,123650,1,2006
446435,525344,1,2006
1813217,487178,1,2006
187499,23447,1,2006
3053102,625271,1,2006
3697457,829964,1,2006
2867990,42398,1,2006
3128783,367127,1,2006
1082420,504329,1,2006
1531763,491957,1,2006
93884,215342,1,2006
2028908,877547,1,2006
1764782,749987,1,2006
2933543,803348,1,2006
1866038,574457,1,2006
2171099,629453,1,2006
2915015,427766,1,2006
2784104,719981,1,2006
2746448,415910,1,2006
3018941,401171,1,2006
116366,968207,1,2006
1795805,969461,1,2006
2411030,134414,1,2006
1885373,67904,1,2006
2829731,936533,1,2006
1105463,947945,1,2006
360434,817601,1,2006
3002639,701573,1,2006
3409133,717815,1,2006
3456731,986804,1,2006
1980422,377399,1,2006
1851779,526271,1,2006
148886,577928,1,2006
789740,995138,1,2006
1369565,595991,1,2006
2915111,218558,1,2006
1348505,730493,1,2006
1306415,959681,1,2006
2246783,898433,1,2006
2728484,697826,1,2006
2650301,669389,1,2006
1276967,534227,1,2006
2068544,877682,1,2006
2621996,384674,1,2006
2815499,839414,1,2006
